,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
96,68446784,,12000.0,12000.0,12000.0, 36 months,10.78,391.62,B,B4,Salesman,3 years,RENT,40000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446784,,credit_card,Credit card refinancing,070xx,NJ,31.95,3.0,May-2008,665.0,669.0,0.0,9.0,,16.0,0.0,11008.0,41.4,22.0,w,0.0,0.0,13096.7322266628,13096.73,12000.0,1096.73,0.0,0.0,0.0,Jan-2017,8659.7,,Feb-2019,524.0,520.0,0.0,,1.0,Individual,,,,0.0,230.0,31915.0,0.0,2.0,1.0,1.0,12.0,20907.0,64.0,1.0,2.0,3058.0,54.0,26600.0,2.0,0.0,4.0,3.0,2128.0,10671.0,49.7,0.0,0.0,64.0,91.0,10.0,10.0,0.0,10.0,9.0,2.0,9.0,0.0,7.0,8.0,10.0,11.0,3.0,14.0,19.0,8.0,16.0,0.0,0.0,0.0,2.0,90.5,20.0,0.0,0.0,59420.0,31915.0,21200.0,32820.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
97,68376533,,18000.0,18000.0,18000.0, 36 months,7.49,559.83,A,A4,Systems Support Engineer,5 years,MORTGAGE,75000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376533,,debt_consolidation,Debt consolidation,030xx,NH,25.65,0.0,Mar-2001,715.0,719.0,1.0,46.0,,12.0,0.0,7758.0,33.2,47.0,w,0.0,0.0,19771.097252642,19771.1,18000.0,1771.1,0.0,0.0,0.0,Oct-2017,8073.57,,Feb-2019,529.0,525.0,0.0,,1.0,Individual,,,,0.0,0.0,304914.0,3.0,6.0,2.0,3.0,6.0,94902.0,76.0,2.0,3.0,4829.0,65.0,23400.0,1.0,3.0,3.0,7.0,25410.0,12642.0,38.0,0.0,0.0,177.0,175.0,6.0,6.0,1.0,6.0,46.0,6.0,46.0,0.0,2.0,2.0,4.0,15.0,24.0,5.0,21.0,2.0,12.0,0.0,0.0,0.0,5.0,97.8,50.0,0.0,0.0,335119.0,102660.0,20400.0,107522.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
98,68476714,,3600.0,3600.0,3600.0, 36 months,11.48,118.68,B,B5,Systems Administrator,< 1 year,MORTGAGE,85000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476714,,debt_consolidation,Debt consolidation,220xx,VA,17.44,0.0,Apr-1994,675.0,679.0,2.0,,81.0,12.0,1.0,6952.0,28.7,23.0,w,0.0,0.0,4049.6250868029997,4049.63,3600.0,449.63,0.0,0.0,0.0,May-2017,2275.17,,Jan-2019,729.0,725.0,0.0,,1.0,Individual,,,,0.0,194.0,407032.0,0.0,3.0,1.0,3.0,9.0,35380.0,82.0,0.0,1.0,4288.0,63.0,24200.0,2.0,1.0,8.0,4.0,33919.0,15532.0,29.4,0.0,0.0,260.0,129.0,16.0,9.0,1.0,16.0,,1.0,,0.0,3.0,4.0,7.0,10.0,8.0,8.0,14.0,4.0,12.0,0.0,0.0,0.0,1.0,100.0,28.6,1.0,0.0,457315.0,42332.0,22000.0,43306.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
99,66615254,,7200.0,7200.0,7200.0, 36 months,17.27,257.67,D,D3,Department Manager ,9 years,OWN,20000.0,Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66615254,,debt_consolidation,Debt consolidation,023xx,MA,13.21,1.0,Apr-2003,705.0,709.0,1.0,23.0,,8.0,0.0,7302.0,32.6,17.0,w,0.0,0.0,3767.42,3767.42,2002.17,1041.44,0.0,723.81,130.2858,Dec-2016,257.67,,Jul-2018,549.0,545.0,0.0,,1.0,Individual,,,,0.0,0.0,7302.0,2.0,0.0,1.0,1.0,12.0,0.0,,3.0,4.0,5509.0,33.0,22400.0,2.0,0.0,3.0,5.0,913.0,9831.0,41.8,0.0,0.0,128.0,152.0,5.0,5.0,0.0,5.0,23.0,0.0,23.0,0.0,3.0,4.0,5.0,10.0,2.0,8.0,15.0,4.0,8.0,0.0,0.0,0.0,4.0,94.1,0.0,0.0,0.0,22400.0,7302.0,16900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,May-2018,BROKEN,Nov-2017,2761.0,50.01,10.0
100,68396484,,15000.0,15000.0,15000.0, 60 months,13.44,344.69,C,C3,Counselor,4 years,RENT,77213.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396484,,credit_card,Credit card refinancing,347xx,FL,18.17,0.0,Dec-2001,670.0,674.0,2.0,,76.0,17.0,1.0,59237.0,25.8,44.0,w,0.0,0.0,17307.0186828177,17307.02,15000.0,2307.02,0.0,0.0,0.0,Mar-2017,12793.18,,Jan-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,155521.0,2.0,2.0,0.0,0.0,45.0,96244.0,54.0,2.0,7.0,3046.0,36.0,80500.0,0.0,0.0,5.0,7.0,9720.0,6962.0,49.6,0.0,0.0,143.0,168.0,3.0,3.0,1.0,4.0,,1.0,,0.0,5.0,8.0,5.0,10.0,12.0,14.0,29.0,8.0,16.0,0.0,0.0,0.0,2.0,100.0,40.0,1.0,0.0,176208.0,155521.0,13800.0,95668.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
101,68416256,,5000.0,5000.0,5000.0, 36 months,9.8,160.87,B,B3,Accounts Payable Manager,6 years,OWN,72000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416256,,other,Other,280xx,NC,6.52,0.0,Jan-2002,710.0,714.0,0.0,,89.0,11.0,1.0,4838.0,56.3,20.0,f,0.0,0.0,5736.458009387,5736.46,5000.0,736.46,0.0,0.0,0.0,Apr-2018,1560.65,,Apr-2018,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,142064.0,0.0,6.0,0.0,0.0,62.0,15913.0,68.0,1.0,2.0,0.0,65.0,8600.0,0.0,3.0,1.0,3.0,12915.0,,,0.0,0.0,167.0,43.0,7.0,7.0,2.0,,,12.0,,0.0,0.0,3.0,0.0,0.0,14.0,4.0,4.0,3.0,11.0,0.0,0.0,0.0,2.0,100.0,,1.0,0.0,155131.0,20751.0,0.0,23281.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
102,68446093,,11550.0,11550.0,11550.0, 60 months,16.59,284.51,D,D2,general manager,5 years,RENT,38000.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446093,,credit_card,Credit card refinancing,436xx,OH,21.07,0.0,Jan-2011,700.0,704.0,0.0,,,9.0,0.0,7179.0,39.7,12.0,w,0.0,0.0,7397.62,7397.62,3184.23,3048.38,0.0,1165.01,209.7018,Nov-2017,284.51,,Apr-2018,529.0,525.0,0.0,,1.0,Individual,,,,0.0,0.0,10353.0,1.0,2.0,0.0,1.0,13.0,3174.0,20.0,2.0,3.0,2701.0,30.0,18100.0,4.0,1.0,2.0,4.0,1150.0,6924.0,43.7,0.0,0.0,39.0,59.0,5.0,5.0,0.0,5.0,,0.0,,0.0,3.0,4.0,5.0,5.0,2.0,7.0,10.0,5.0,9.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,34105.0,10353.0,12300.0,16005.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
103,66583801,,33600.0,33600.0,33600.0, 36 months,10.78,1096.53,B,B4,Aviation Safety Inspector,8 years,RENT,104000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66583801,,debt_consolidation,Debt consolidation,441xx,OH,14.01,0.0,Nov-2000,690.0,694.0,2.0,29.0,,14.0,0.0,28475.0,51.8,31.0,w,0.0,0.0,34309.15,34309.15,33600.0,709.15,0.0,0.0,0.0,Mar-2016,33262.93,,Mar-2016,699.0,695.0,0.0,29.0,1.0,Individual,,,,0.0,0.0,42952.0,0.0,1.0,0.0,0.0,50.0,14477.0,,1.0,1.0,12992.0,52.0,55000.0,1.0,0.0,5.0,1.0,3068.0,8302.0,75.0,0.0,0.0,156.0,181.0,8.0,8.0,1.0,8.0,,1.0,,1.0,5.0,9.0,6.0,12.0,7.0,13.0,23.0,10.0,14.0,0.0,0.0,0.0,1.0,96.8,33.3,0.0,0.0,92909.0,42952.0,33200.0,37909.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
104,68466922,,17925.0,17925.0,17925.0, 60 months,17.27,448.09,D,D3,IT Help Desk Support ,10+ years,OWN,39000.0,Source Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466922,,debt_consolidation,Debt consolidation,432xx,OH,27.78,0.0,Sep-2002,720.0,724.0,1.0,,,10.0,0.0,19614.0,76.0,21.0,w,8398.5,8398.5,16984.42,16984.42,9526.5,7457.92,0.0,0.0,0.0,Feb-2019,448.09,Apr-2019,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,102008.0,0.0,2.0,0.0,1.0,23.0,19930.0,76.0,0.0,3.0,5426.0,76.0,25800.0,1.0,6.0,1.0,4.0,10201.0,2618.0,78.9,0.0,0.0,136.0,156.0,21.0,21.0,4.0,21.0,,6.0,,0.0,2.0,5.0,3.0,5.0,5.0,7.0,12.0,7.0,10.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,122214.0,39544.0,12400.0,26199.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
105,68585839,,17475.0,17475.0,17475.0, 36 months,13.99,597.17,C,C4,Software Testing Analyst,2 years,RENT,39750.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68585839,,debt_consolidation,Debt consolidation,604xx,IL,23.58,0.0,May-2002,695.0,699.0,0.0,27.0,,7.0,0.0,10987.0,52.3,13.0,w,0.0,0.0,15789.65,15789.65,8303.45,3104.2,0.0,4382.0,788.76,Sep-2017,597.17,,Feb-2019,589.0,585.0,0.0,,1.0,Individual,,,,0.0,0.0,32365.0,0.0,3.0,0.0,1.0,18.0,21378.0,73.0,1.0,2.0,9131.0,64.0,21000.0,1.0,0.0,3.0,3.0,5394.0,10013.0,52.3,0.0,0.0,106.0,163.0,11.0,11.0,0.0,11.0,30.0,11.0,27.0,0.0,2.0,2.0,4.0,5.0,6.0,4.0,7.0,2.0,7.0,0.0,0.0,0.0,1.0,84.6,0.0,0.0,0.0,50240.0,32365.0,21000.0,29240.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Feb-2019,COMPLETE,Jan-2018,4382.0,44.99,12.0
106,68476734,,9000.0,9000.0,9000.0, 36 months,8.49,284.07,B,B1,Office Manager,8 years,MORTGAGE,47000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476734,,debt_consolidation,Debt consolidation,346xx,FL,8.43,0.0,Nov-2000,675.0,679.0,0.0,,,12.0,0.0,9747.0,26.7,22.0,w,0.0,0.0,10213.625081791,10213.63,9000.0,1213.63,0.0,0.0,0.0,Nov-2018,849.93,,Nov-2018,674.0,670.0,0.0,,1.0,Individual,,,,0.0,500.0,9747.0,2.0,0.0,0.0,0.0,,0.0,,2.0,5.0,4440.0,27.0,36500.0,0.0,0.0,0.0,5.0,812.0,20142.0,32.2,0.0,0.0,,181.0,5.0,5.0,0.0,5.0,,19.0,,0.0,6.0,7.0,8.0,15.0,0.0,12.0,22.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,12.5,0.0,0.0,36500.0,9747.0,29700.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
107,68506789,,12000.0,12000.0,12000.0, 60 months,9.8,253.79,B,B3,Teacher,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506789,,debt_consolidation,Debt consolidation,660xx,KS,23.84,0.0,Nov-2003,785.0,789.0,0.0,,,18.0,0.0,9786.0,13.4,37.0,w,0.0,0.0,13842.626405416398,13842.63,12000.0,1842.63,0.0,0.0,0.0,Nov-2017,8529.37,,Nov-2017,819.0,815.0,0.0,,1.0,Individual,,,,0.0,0.0,181540.0,2.0,6.0,2.0,3.0,1.0,65001.0,61.0,1.0,5.0,7909.0,42.0,73200.0,0.0,0.0,0.0,8.0,10086.0,41055.0,17.1,0.0,0.0,127.0,145.0,4.0,1.0,2.0,4.0,,14.0,,0.0,2.0,4.0,5.0,10.0,13.0,11.0,22.0,4.0,18.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,291626.0,74787.0,49500.0,105910.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
108,68506793,,4000.0,4000.0,4000.0, 36 months,9.17,127.52,B,B2,Store Manager,2 years,RENT,44500.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506793,,debt_consolidation,Debt consolidation,681xx,NE,15.83,0.0,Sep-2003,670.0,674.0,0.0,,22.0,4.0,1.0,502.0,4.2,24.0,w,0.0,0.0,4399.0230701534,4399.02,4000.0,399.02,0.0,0.0,0.0,May-2017,2491.31,,Jan-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,7980.0,1.0,2.0,1.0,1.0,5.0,7478.0,36.0,1.0,2.0,502.0,24.0,12000.0,0.0,1.0,1.0,3.0,1995.0,11498.0,4.2,0.0,0.0,147.0,142.0,9.0,5.0,3.0,9.0,,9.0,,0.0,1.0,1.0,2.0,5.0,11.0,2.0,10.0,1.0,4.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,33017.0,7980.0,12000.0,21017.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
109,68496036,,10500.0,10500.0,10500.0, 36 months,15.77,367.96,D,D1,Software Engineer,3 years,RENT,70100.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496036,,credit_card,Credit card refinancing,661xx,KS,8.51,0.0,Aug-2008,660.0,664.0,0.0,35.0,,5.0,0.0,8280.0,77.4,10.0,w,0.0,0.0,13048.516847021001,13048.52,10500.0,2548.52,0.0,0.0,0.0,May-2018,3036.6,,May-2018,674.0,670.0,0.0,35.0,1.0,Individual,,,,0.0,0.0,26327.0,1.0,1.0,1.0,1.0,9.0,18047.0,84.0,2.0,2.0,5706.0,82.0,10700.0,2.0,0.0,6.0,3.0,5265.0,2420.0,77.4,0.0,0.0,9.0,88.0,6.0,6.0,0.0,6.0,35.0,4.0,35.0,2.0,3.0,3.0,4.0,7.0,1.0,4.0,9.0,3.0,5.0,0.0,0.0,0.0,3.0,80.0,50.0,0.0,0.0,32280.0,26327.0,10700.0,21580.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
110,68516507,,14000.0,14000.0,14000.0, 36 months,9.8,450.43,B,B3,Master mechanic,4 years,MORTGAGE,100000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516507,,medical,Medical expenses,439xx,OH,15.97,0.0,Dec-1997,685.0,689.0,0.0,,,7.0,0.0,34250.0,36.1,14.0,f,0.0,0.0,16205.367786761299,16205.37,14000.0,2205.37,0.0,0.0,0.0,Jan-2019,450.79,,Jan-2019,709.0,705.0,0.0,,1.0,Individual,,,,0.0,6594.0,451137.0,0.0,2.0,2.0,2.0,7.0,49789.0,89.0,0.0,0.0,11535.0,69.0,84500.0,0.0,1.0,1.0,3.0,64448.0,22057.0,36.1,0.0,0.0,134.0,216.0,54.0,7.0,2.0,54.0,,7.0,,0.0,2.0,3.0,2.0,3.0,6.0,3.0,6.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,531602.0,84039.0,34500.0,55842.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
111,68377006,,6000.0,6000.0,6000.0, 36 months,7.91,187.77,A,A5,Road driver,10+ years,MORTGAGE,105000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68377006,,car,Car financing,431xx,OH,14.45,0.0,May-2006,685.0,689.0,1.0,,16.0,9.0,3.0,8353.0,65.3,11.0,w,0.0,0.0,6753.096794824,6753.1,6000.0,753.1,0.0,0.0,0.0,Jan-2019,187.74,,Feb-2019,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,182893.0,0.0,3.0,0.0,1.0,19.0,32262.0,60.0,0.0,2.0,1503.0,61.0,12800.0,3.0,0.0,1.0,3.0,20321.0,2953.0,51.6,0.0,0.0,103.0,115.0,19.0,19.0,1.0,83.0,,6.0,,0.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,225933.0,40615.0,6100.0,54068.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
112,68436917,,16000.0,16000.0,16000.0, 60 months,12.88,363.07,C,C2,Unix System Administrator,10+ years,OWN,90000.0,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436917,,home_improvement,Home improvement,064xx,CT,6.39,0.0,Jan-1996,700.0,704.0,0.0,26.0,,8.0,0.0,11594.0,43.9,17.0,w,7080.7,7080.7,13768.04,13768.04,8919.3,4848.74,0.0,0.0,0.0,Feb-2019,363.07,Apr-2019,Mar-2019,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,224292.0,0.0,0.0,0.0,0.0,79.0,0.0,,1.0,3.0,3955.0,44.0,26400.0,0.0,0.0,0.0,3.0,28037.0,6087.0,62.7,0.0,0.0,239.0,115.0,7.0,7.0,5.0,7.0,26.0,,26.0,0.0,4.0,5.0,4.0,4.0,4.0,7.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0,86.7,25.0,0.0,0.0,263351.0,11594.0,16300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
113,68416935,,15000.0,15000.0,15000.0, 36 months,9.8,482.61,B,B3,Electronic Branch Manager,3 years,MORTGAGE,92000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416935,,debt_consolidation,Debt consolidation,973xx,OR,13.89,0.0,Nov-2001,680.0,684.0,1.0,,67.0,7.0,2.0,12703.0,35.2,31.0,w,0.0,0.0,15415.46,15415.46,15000.0,415.46,0.0,0.0,0.0,Apr-2016,14450.25,,Sep-2017,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,312996.0,0.0,2.0,2.0,2.0,8.0,40694.0,70.0,1.0,1.0,7045.0,42.0,36100.0,0.0,3.0,2.0,5.0,44714.0,23397.0,35.2,0.0,0.0,159.0,169.0,12.0,8.0,6.0,12.0,,4.0,,0.0,3.0,3.0,4.0,9.0,15.0,4.0,10.0,3.0,7.0,0.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,347470.0,53397.0,36100.0,47370.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114,68606528,,12000.0,12000.0,12000.0, 36 months,9.17,382.55,B,B2,Registered Veterinary Technitian ,4 years,MORTGAGE,39400.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68606528,,debt_consolidation,Debt consolidation,958xx,CA,26.32,0.0,Sep-2006,705.0,709.0,1.0,68.0,,18.0,0.0,10495.0,34.6,25.0,w,0.0,0.0,13277.566172397801,13277.57,12000.0,1277.57,0.0,0.0,0.0,Jun-2017,7172.05,,Mar-2019,794.0,790.0,0.0,,1.0,Individual,,,,0.0,0.0,153211.0,0.0,2.0,0.0,1.0,18.0,21661.0,68.0,1.0,2.0,2688.0,52.0,30300.0,0.0,0.0,3.0,3.0,10214.0,8209.0,49.6,0.0,0.0,110.0,111.0,12.0,12.0,2.0,40.0,,3.0,68.0,0.0,4.0,5.0,5.0,6.0,4.0,15.0,19.0,6.0,18.0,0.0,0.0,0.0,1.0,96.0,40.0,0.0,0.0,191950.0,32156.0,16300.0,32022.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115,68446820,,10000.0,10000.0,10000.0, 36 months,11.48,329.67,B,B5,Paralegal,2 years,RENT,33000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446820,,debt_consolidation,Debt consolidation,477xx,IN,21.75,0.0,Aug-2009,710.0,714.0,0.0,,12.0,12.0,1.0,8052.0,35.6,20.0,w,0.0,0.0,11833.280420796598,11833.28,10000.0,1833.28,0.0,0.0,0.0,Dec-2018,329.46,,Mar-2019,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,23197.0,1.0,4.0,0.0,0.0,28.0,15145.0,56.0,2.0,6.0,2715.0,47.0,22600.0,0.0,0.0,1.0,6.0,1933.0,12925.0,37.9,0.0,0.0,52.0,76.0,5.0,5.0,0.0,5.0,,2.0,,0.0,6.0,7.0,6.0,10.0,4.0,8.0,16.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,1.0,49732.0,23197.0,20800.0,27132.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
116,68356922,,4200.0,4200.0,4200.0, 36 months,13.99,143.53,C,C4,Patrol Officer,2 years,RENT,32000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356922,,other,Other,377xx,TN,31.02,0.0,Nov-2009,705.0,709.0,2.0,50.0,,10.0,0.0,1294.0,11.7,16.0,w,0.0,0.0,5036.3727967842,5036.37,4200.0,836.37,0.0,0.0,0.0,Jan-2018,1743.34,,Jun-2018,634.0,630.0,0.0,60.0,1.0,Individual,,,,0.0,0.0,38865.0,2.0,6.0,2.0,5.0,1.0,37571.0,89.0,1.0,2.0,173.0,73.0,11100.0,3.0,3.0,3.0,7.0,3887.0,5422.0,3.2,0.0,0.0,73.0,72.0,6.0,1.0,0.0,6.0,,0.0,,1.0,2.0,4.0,2.0,2.0,8.0,4.0,7.0,4.0,10.0,0.0,0.0,0.0,3.0,87.5,0.0,0.0,0.0,53161.0,38865.0,5600.0,42061.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
117,68566702,,35000.0,35000.0,35000.0, 60 months,20.5,937.06,E,E4,"Director, Human Resources",8 years,MORTGAGE,120000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566702,,debt_consolidation,Debt consolidation,301xx,GA,35.69,1.0,Oct-1994,700.0,704.0,0.0,3.0,,25.0,0.0,13993.0,32.2,54.0,w,0.0,0.0,39312.22,39312.22,35000.0,4312.22,0.0,0.0,0.0,Aug-2016,33789.51,,May-2018,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,440222.0,2.0,9.0,2.0,5.0,3.0,223030.0,106.0,0.0,2.0,5063.0,82.0,43400.0,2.0,0.0,3.0,7.0,20010.0,11939.0,33.7,0.0,0.0,254.0,115.0,17.0,3.0,3.0,17.0,,6.0,,0.0,2.0,4.0,5.0,9.0,28.0,13.0,22.0,5.0,25.0,0.0,0.0,0.0,2.0,98.1,0.0,0.0,0.0,498200.0,240034.0,18000.0,211420.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
118,68426668,,5475.0,5475.0,5475.0, 36 months,18.99,200.67,E,E1,Captain,10+ years,MORTGAGE,108000.0,Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426668,,debt_consolidation,Debt consolidation,349xx,FL,33.47,4.0,Dec-1999,670.0,674.0,2.0,15.0,,11.0,0.0,3045.0,41.0,27.0,w,0.0,0.0,4302.4,4302.4,2504.6,1393.48,0.0,404.32,72.7776,Nov-2017,47.01,,Mar-2019,649.0,645.0,0.0,35.0,1.0,Individual,,,,0.0,95.0,316524.0,4.0,4.0,2.0,3.0,1.0,118276.0,88.0,3.0,3.0,1086.0,41.0,7450.0,1.0,0.0,7.0,7.0,28774.0,1063.0,62.0,0.0,0.0,143.0,192.0,4.0,1.0,2.0,7.0,20.0,0.0,20.0,0.0,4.0,6.0,3.0,5.0,17.0,6.0,8.0,5.0,11.0,,0.0,0.0,6.0,78.0,75.0,0.0,0.0,337523.0,121321.0,4250.0,134612.0,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,BROKEN,3.0,47.01,Sep-2017,Dec-2017,Oct-2017,3.0,26.0,Late (16-30 days),,3058.14,61.23,Cash,N,,,,,,
